action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id
INHIBITOR,Subtilisin/kexin type 9 inhibitor,CHEMBL2109540,CHEMBL2929
MODULATOR,Dopamine D3 receptor modulator,CHEMBL2024517,CHEMBL234
MODULATOR,Dopamine D2 receptor modulator,CHEMBL2024517,CHEMBL217
INHIBITOR,Subtilisin/kexin type 9 inhibitor,CHEMBL2364655,CHEMBL2929
,Unknown,CHEMBL231068,
ANTAGONIST,Neurokinin 1 receptor antagonist,CHEMBL3707330,CHEMBL249
,Unknown,CHEMBL2107381,
INHIBITOR,Thymidine phosphorylase inhibitor,CHEMBL65375,CHEMBL3106
AGONIST,Insulin receptor agonist,CHEMBL2107869,CHEMBL1981
PARTIAL AGONIST,Dopamine D2 receptor partial agonist,CHEMBL2219425,CHEMBL217
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL2219425,CHEMBL224
PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL2219425,CHEMBL214
SEQUESTERING AGENT,Dabigatran sequestering agent,CHEMBL3544996,CHEMBL3545433
CHELATING AGENT,Potassium chelating agent,CHEMBL2107840,CHEMBL3545434
INHIBITOR,DNA inhibitor,CHEMBL450449,CHEMBL2311221
HYDROLYTIC ENZYME,Pyrophosphate hydrolytic enzyme,CHEMBL2108311,CHEMBL3545435
INHIBITOR,Interleukin-5 inhibitor,CHEMBL2108429,CHEMBL1169600
INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL2364637,CHEMBL247
INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,CHEMBL2364607,CHEMBL3587
INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,CHEMBL2364607,CHEMBL2964
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL3545063,CHEMBL203
INHIBITOR,Lymphocyte differentiation antigen CD38 inhibitor,CHEMBL1743007,CHEMBL4660
INHIBITOR,26S proteasome inhibitor,CHEMBL3545432,CHEMBL2364701
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL1743047,CHEMBL203
INHIBITOR,SLAM family member 7 inhibitor,CHEMBL1743010,CHEMBL3559386
HYDROLYTIC ENZYME,Cholesterol ester hydrolytic enzyme,CHEMBL3039537,CHEMBL3559388
HYDROLYTIC ENZYME,Triglyceride hydrolytic enzyme,CHEMBL3039537,CHEMBL3559389
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL3707320,CHEMBL4247
INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL3707320,CHEMBL2041
SEQUESTERING AGENT,Rocuronium sequestering agent,CHEMBL2107374,CHEMBL3559390
SEQUESTERING AGENT,Vecuronium sequestering agent,CHEMBL2107374,CHEMBL3559391
AGONIST,Prostanoid IP receptor agonist,CHEMBL238804,CHEMBL1995
INHIBITOR,Solute carrier family 22 member 12 inhibitor,CHEMBL2105720,CHEMBL6120
,Unknown,CHEMBL3137327,
AGONIST,Thyroid hormone receptor beta-1 agonist,CHEMBL3261331,CHEMBL1947
INHIBITOR,Tyrosine-protein kinase ABL inhibitor,CHEMBL4208229,CHEMBL1862
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL3786343,CHEMBL203
INHIBITOR,Neurotrophic tyrosine kinase receptor inhibitor,CHEMBL3889654,CHEMBL3559684
INHIBITOR,RAF serine/threonine protein kinase inhibitor,CHEMBL3348923,CHEMBL3559685
INHIBITOR,Tyrosine-protein kinase BTK inhibitor,CHEMBL4071161,CHEMBL5251
INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL3989868,CHEMBL1824
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL3655081,CHEMBL2835
INHIBITOR,PI3-kinase p110-delta subunit inhibitor,CHEMBL3989869,CHEMBL3130
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL4113131,CHEMBL4247
AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist,CHEMBL3358920,CHEMBL4333
INHIBITOR,Cyclin-dependent kinase 4 inhibitor,CHEMBL3894860,CHEMBL331
INHIBITOR,Cyclin-dependent kinase 6 inhibitor,CHEMBL3894860,CHEMBL2508
DEGRADER,Estrogen receptor alpha degrader,CHEMBL4297509,CHEMBL206
ANTAGONIST,Androgen Receptor antagonist,CHEMBL3590187,CHEMBL1871
ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL2181927,CHEMBL1994
AGONIST,Peroxisome proliferator-activated receptor delta agonist,CHEMBL230158,CHEMBL3979
AGONIST,Retinoic acid receptor gamma agonist,CHEMBL2105648,CHEMBL2003
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL3545311,CHEMBL4247
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL3545311,CHEMBL203
INHIBITOR,Janus Kinase (JAK) inhibitor,CHEMBL3137308,CHEMBL2363062
INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,CHEMBL1614701,CHEMBL3587
INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,CHEMBL1614701,CHEMBL2964
INHIBITOR,PI3-kinase p110-alpha subunit inhibitor,CHEMBL2396661,CHEMBL4005
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL3301607,CHEMBL2835
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL4303214,CHEMBL2095227
INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL313972,CHEMBL1824
INHIBITOR,Insulin-like growth factor I receptor inhibitor,CHEMBL313972,CHEMBL1957
INHIBITOR,Tyrosine-protein kinase SRC inhibitor,CHEMBL571546,CHEMBL267
INHIBITOR,Cyclin-dependent kinase 4 inhibitor,CHEMBL3301610,CHEMBL331
INHIBITOR,Cyclin-dependent kinase 6 inhibitor,CHEMBL3301610,CHEMBL2508
INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,CHEMBL3813873,CHEMBL1844
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL3813873,CHEMBL1974
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL3813873,CHEMBL1936
INHIBITOR,Fibroblast growth factor receptor inhibitor,CHEMBL1852688,CHEMBL2095217
INHIBITOR,Hepatocyte growth factor receptor inhibitor,CHEMBL3402762,CHEMBL3717
INHIBITOR,Hepatocyte growth factor receptor inhibitor,CHEMBL3188267,CHEMBL3717
ANTAGONIST,Smoothened homolog antagonist,CHEMBL2043437,CHEMBL5971
AGONIST,Beta-3 adrenergic receptor agonist,CHEMBL2107826,CHEMBL246
ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist,CHEMBL2178422,CHEMBL3798
ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist,CHEMBL2364638,CHEMBL3798
ANTAGONIST,Corticotropin releasing factor receptor 1 antagonist,CHEMBL291657,CHEMBL1800
AGONIST,Serotonin 1f (5-HT1f) receptor agonist,CHEMBL3039520,CHEMBL1805
ANTAGONIST,Mu opioid receptor antagonist,CHEMBL426084,CHEMBL233
ANTAGONIST,C5a anaphylatoxin chemotactic receptor antagonist,CHEMBL3989871,CHEMBL2373
ANTAGONIST,Orexin receptor 1 antagonist,CHEMBL3545367,CHEMBL5113
ANTAGONIST,Orexin receptor 2 antagonist,CHEMBL3545367,CHEMBL4792
ANTAGONIST,Endothelin receptor ET-A antagonist,CHEMBL539423,CHEMBL252
ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL539423,CHEMBL227
AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist,CHEMBL1096146,CHEMBL4333
ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL1800159,CHEMBL1855
ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL3668014,CHEMBL1855
AGONIST,Melanocortin receptor 4 agonist,CHEMBL3301624,CHEMBL259
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL3301622,CHEMBL1974
INHIBITOR,Tyrosine-protein kinase receptor UFO inhibitor,CHEMBL3301622,CHEMBL4895
ANTAGONIST,P2X purinoceptor 3 antagonist,CHEMBL3716057,CHEMBL2998
POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator,CHEMBL3544914,CHEMBL4051
ANTAGONIST,Prostanoid DP receptor antagonist,CHEMBL426559,CHEMBL4427
ANTAGONIST,Androgen Receptor antagonist,CHEMBL4297185,CHEMBL1871
ANTAGONIST,Androgen Receptor antagonist,CHEMBL3183409,CHEMBL1871
AGONIST,Bile acid receptor FXR agonist,CHEMBL566315,CHEMBL2047
INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,CHEMBL576982,CHEMBL1844
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL576982,CHEMBL1974
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL576982,CHEMBL1936
INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL576982,CHEMBL2095189
INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL576982,CHEMBL2041
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL3353410,CHEMBL203
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL1078178,CHEMBL2835
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL1078178,CHEMBL2971
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL180022,CHEMBL203
INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL180022,CHEMBL1824
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL2105759,CHEMBL2835
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL2105759,CHEMBL2971
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL1289494,CHEMBL2095227
INHIBITOR,Cyclin-dependent kinase 4 inhibitor,CHEMBL3545110,CHEMBL331
INHIBITOR,Cyclin-dependent kinase 6 inhibitor,CHEMBL3545110,CHEMBL2508
INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL3301612,CHEMBL5145
INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,CHEMBL3187723,CHEMBL3587
INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,CHEMBL3187723,CHEMBL2964
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL2105719,CHEMBL203
INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL2105719,CHEMBL1824
INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor,CHEMBL2105719,CHEMBL3009
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL608533,CHEMBL1974
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL608533,CHEMBL1936
INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL608533,CHEMBL2095189
INHIBITOR,Protein kinase C (PKC) inhibitor,CHEMBL608533,CHEMBL2093867
INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,CHEMBL608533,CHEMBL279
INHIBITOR,Tyrosine-protein kinase SYK inhibitor,CHEMBL2103830,CHEMBL2599
INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,CHEMBL2146883,CHEMBL3587
INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,CHEMBL2146883,CHEMBL2964
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL1287853,CHEMBL1974
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL1287853,CHEMBL2971
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL2035187,CHEMBL2971
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL2035187,CHEMBL1974
ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL1208155,CHEMBL1855
ANTAGONIST,Mu opioid receptor antagonist,CHEMBL2105755,CHEMBL233
AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist,CHEMBL2336071,CHEMBL4333
AGONIST,Prostanoid FP receptor agonist,CHEMBL2364612,CHEMBL1987
AGONIST,Ghrelin receptor agonist,CHEMBL278623,CHEMBL4616
INVERSE AGONIST,Histamine H3 receptor inverse agonist,CHEMBL462605,CHEMBL264
INVERSE AGONIST,Serotonin 2a (5-HT2a) receptor inverse agonist,CHEMBL2448613,CHEMBL224
AGONIST,Melanocortin receptor 4 agonist,CHEMBL2070241,CHEMBL259
AGONIST,Calcium sensing receptor agonist,CHEMBL3545184,CHEMBL1878
AGONIST,Glucagon-like peptide 1 receptor agonist,CHEMBL2108724,CHEMBL1784
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3306803,CHEMBL224
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL3306803,CHEMBL217
INHIBITOR,Serotonin transporter inhibitor,CHEMBL3306803,CHEMBL228
INHIBITOR,Interleukin-5 receptor subunit alpha inhibitor,CHEMBL1742991,CHEMBL3580483
ANTAGONIST,Interleukin-17 receptor A antagonist,CHEMBL1742996,CHEMBL3580485
INHIBITOR,Interleukin-13 inhibitor,CHEMBL1743035,CHEMBL3580486
BINDING AGENT,CD22 binding agent,CHEMBL1743043,CHEMBL3218
OTHER,T-cell surface glycoprotein CD3 epsilon chain other,CHEMBL1743078,CHEMBL1975
INHIBITOR,Interleukin-13 inhibitor,CHEMBL1743081,CHEMBL3580486
INHIBITOR,Sclerostin inhibitor,CHEMBL2107874,CHEMBL3580487
BINDING AGENT,B-lymphocyte antigen CD20 binding agent,CHEMBL2108041,CHEMBL2058
BINDING AGENT,CD22 binding agent,CHEMBL2108611,CHEMBL3218
INHIBITOR,Cytotoxic T-lymphocyte protein 4 inhibitor,CHEMBL2108658,CHEMBL2364164
ANTAGONIST,Interleukin-4 receptor subunit alpha antagonist,CHEMBL2108675,CHEMBL3580490
ANTAGONIST,Interleukin-6 receptor alpha subunit antagonist,CHEMBL2108730,CHEMBL2364155
INHIBITOR,Nonstructural protein 5A inhibitor,CHEMBL3039514,CHEMBL3307224
INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL2063090,CHEMBL2095231
MODULATOR,Synaptic vesicle glycoprotein 2A modulator,CHEMBL607400,CHEMBL1998
BINDING AGENT,Protective antigen binding agent,CHEMBL3544926,CHEMBL5352
INHIBITOR,Interleukin 17A inhibitor,CHEMBL1743034,CHEMBL3390822
INHIBITOR,Interleukin-5 inhibitor,CHEMBL2107884,CHEMBL1169600
INHIBITOR,Apoptosis regulator Bcl-2 inhibitor,CHEMBL3137309,CHEMBL4860
INHIBITOR,Programmed cell death 1 ligand 1 inhibitor,CHEMBL3707227,CHEMBL3580522
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1255654,CHEMBL2331043
ACTIVATOR,Plasminogen activator,CHEMBL3707226,CHEMBL1801
INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1201341,CHEMBL220
AGONIST,Erythropoietin receptor agonist,CHEMBL2107866,CHEMBL1817
INHIBITOR,Telomerase reverse transcriptase inhibitor,CHEMBL2108702,CHEMBL2916
DISRUPTING AGENT,Melanoma cell disrupting agent,CHEMBL2108727,CHEMBL614126
POSITIVE MODULATOR,Dystrophin pre-mRNA positive modulator,CHEMBL2108278,CHEMBL3826826
NEGATIVE ALLOSTERIC MODULATOR,Glutamate [NMDA] receptor negative allosteric modulator,CHEMBL395091,CHEMBL2094124
INHIBITOR,Coagulation factor X inhibitor,CHEMBL512351,CHEMBL244
SEQUESTERING AGENT,Phosphate sequestering agent,CHEMBL2103800,CHEMBL2364184
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL515387,CHEMBL284
STABILISER,Transthyretin stabiliser,CHEMBL2103837,CHEMBL3194
CROSS-LINKING AGENT,DNA cross-linking agent,CHEMBL2103844,CHEMBL2311221
INHIBITOR,Mycobacterium tuberculosis H37Rv inhibitor,CHEMBL218650,CHEMBL2111188
AGONIST,Heat-stable enterotoxin receptor agonist,CHEMBL2103867,CHEMBL1795197
AGONIST,Serotonin 4 (5-HT4) receptor agonist,CHEMBL117287,CHEMBL1875
AGONIST,Thrombopoietin receptor agonist,CHEMBL2103883,CHEMBL1864
INHIBITOR,Protein farnesyltransferase inhibitor,CHEMBL298734,CHEMBL2094108
INHIBITOR,Tubulin inhibitor,CHEMBL2110725,CHEMBL2095182
STABILISER,Transthyretin stabiliser,CHEMBL2105675,CHEMBL3194
INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,CHEMBL2105711,CHEMBL3884
INHIBITOR,"PARP 1, 2 and 3 inhibitor",CHEMBL1173055,CHEMBL3390820
INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,CHEMBL1094636,CHEMBL5366
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL2105754,CHEMBL284
INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,CHEMBL1770248,CHEMBL3884
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL2105762,CHEMBL284
AGONIST,Granulocyte colony stimulating factor receptor agonist,CHEMBL4594230,CHEMBL1996
ANTAGONIST,Adenosine A2a receptor antagonist,CHEMBL431770,CHEMBL251
INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL416146,CHEMBL230
INHIBITOR,Purine nucleoside phosphorylase inhibitor,CHEMBL550755,CHEMBL4338
OTHER,Nucleotide-binding oligomerization domain-containing protein 2 other,CHEMBL2107354,CHEMBL1293266
INHIBITOR,Monoamine oxidase B inhibitor,CHEMBL396778,CHEMBL2039
CROSS-LINKING AGENT,DNA cross-linking agent,CHEMBL167731,CHEMBL2311221
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL142703,CHEMBL284
AGONIST,Kappa opioid receptor agonist,CHEMBL490665,CHEMBL237
NEGATIVE ALLOSTERIC MODULATOR,Glutamate [NMDA] receptor negative allosteric modulator,CHEMBL2364609,CHEMBL2094124
INHIBITOR,Synaptic vesicular amine transporter inhibitor,CHEMBL2364639,CHEMBL1893
ANTAGONIST,Integrin alpha-L/beta-2 (LFA-1) antagonist,CHEMBL2048028,CHEMBL2364172
INHIBITOR,Sodium/glucose cotransporter 1 inhibitor,CHEMBL3039507,CHEMBL4979
INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase inhibitor,CHEMBL2338329,CHEMBL3831261
INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,CHEMBL3137318,CHEMBL5366
INHIBITOR,Poly [ADP-ribose] polymerase-1 inhibitor,CHEMBL3137320,CHEMBL3105
INHIBITOR,Sodium/hydrogen exchanger 3 inhibitor,CHEMBL3301627,CHEMBL3273
INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase inhibitor,CHEMBL3544988,CHEMBL3831261
AGONIST,Mu opioid receptor agonist,CHEMBL2443262,CHEMBL233
INHIBITOR,Exportin-1 inhibitor,CHEMBL3545185,CHEMBL5661
INHIBITOR,Phosphodiesterase 4 inhibitor,CHEMBL484785,CHEMBL2093863
NEGATIVE ALLOSTERIC MODULATOR,Cannabinoid CB1 receptor negative allosteric modulator,CHEMBL190461,CHEMBL218
INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,CHEMBL1808388,CHEMBL3884
INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,CHEMBL3039507,CHEMBL3884
INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,CHEMBL3137320,CHEMBL5366
INHIBITOR,Poly [ADP-ribose] polymerase-1 inhibitor,CHEMBL3137318,CHEMBL3105
INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL1169,CHEMBL6065
INHIBITOR,CRL4(CRBN) E3 ubiquitin ligase inhibitor,CHEMBL468,CHEMBL3833061
INHIBITOR,CRL4(CRBN) E3 ubiquitin ligase inhibitor,CHEMBL848,CHEMBL3833061
INHIBITOR,CRL4(CRBN) E3 ubiquitin ligase inhibitor,CHEMBL43452,CHEMBL3833061
AGONIST,Fibroblast growth factor receptor 2 agonist,CHEMBL2108081,CHEMBL4142
INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL296913,CHEMBL230
POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL1568698,CHEMBL2093872
,Photosensitizer,CHEMBL500576,
AGONIST,Nischarin agonist,CHEMBL19236,CHEMBL3923
INHIBITOR,Serine/threonine-protein kinase BGLF4 inhibitor,CHEMBL515408,CHEMBL3833483
INHIBITOR,Alpha glucosidase inhibitor,CHEMBL476960,CHEMBL3833502
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL175,CHEMBL2094253
INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL14370,CHEMBL222
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL225071,CHEMBL1952
INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL1206690,CHEMBL230
ANTAGONIST,Thromboxane A2 receptor antagonist,CHEMBL70972,CHEMBL2069
INHIBITOR,Phosphotransferase pUL97 inhibitor,CHEMBL515408,CHEMBL1287608
INHIBITOR,Poly [ADP-ribose] polymerase-1 inhibitor,CHEMBL1094636,CHEMBL3105
INHIBITOR,von Willebrand factor inhibitor,CHEMBL2109624,CHEMBL2021748
INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL2364649,CHEMBL1824
BINDING AGENT,B-lymphocyte antigen CD20 binding agent,CHEMBL2108354,CHEMBL2058
INHIBITOR,Programmed cell death 1 ligand 1 inhibitor,CHEMBL3301587,CHEMBL3580522
BINDING AGENT,Amyloid-beta A4 protein binding agent,CHEMBL3039540,CHEMBL2487
INHIBITOR,Vascular endothelial growth factor A inhibitor,CHEMBL3707357,CHEMBL1783
INHIBITOR,Interleukin-23 inhibitor,CHEMBL2364648,CHEMBL2364154
INHIBITOR,Fibroblast growth factor 23 inhibitor,CHEMBL3707326,CHEMBL3713913
INHIBITOR,Interleukin-23 inhibitor,CHEMBL2108681,CHEMBL2364154
OTHER,Programmed cell death 1 ligand 1 other,CHEMBL3833373,CHEMBL3580522
INHIBITOR,Calcitonin gene-related peptide inhibitor,CHEMBL3833320,CHEMBL3832947
ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist,CHEMBL3833329,CHEMBL3798
OTHER,Coagulation factor IX and X other,CHEMBL3833393,CHEMBL2111424
ANTAGONIST,IL6Ralpha/GP130 antagonist,CHEMBL3833307,CHEMBL3137266
ANTAGONIST,Insulin-like growth factor I receptor antagonist,CHEMBL1743079,CHEMBL1957
INHIBITOR,T-cell surface antigen CD4 inhibitor,CHEMBL1743029,CHEMBL2754
ANTAGONIST,Platelet-derived growth factor receptor alpha antagonist,CHEMBL1743049,CHEMBL2007
INHIBITOR,Inhibin beta A chain inhibitor,CHEMBL1743073,CHEMBL3588735
BINDING AGENT,B-lymphocyte antigen CD19 binding agent,CHEMBL2109334,CHEMBL3390821
BINDING AGENT,Claudin-18 binding agent,CHEMBL2109427,CHEMBL3712859
INHIBITOR,Nonstructural protein 5A inhibitor,CHEMBL3545062,CHEMBL3307224
AGONIST,Glucagon-like peptide 1 receptor agonist,CHEMBL2108336,CHEMBL1784
INHIBITOR,Toxin B inhibitor,CHEMBL2108670,CHEMBL3580505
INHIBITOR,"PARP 1, 2 and 3 inhibitor",CHEMBL3833368,CHEMBL3390820
POSITIVE MODULATOR,SMN2 pre-mRNA positive modulator,CHEMBL3833342,CHEMBL3826841
INHIBITOR,Cyclin-dependent kinase 4 inhibitor,CHEMBL3707266,CHEMBL331
INHIBITOR,Cyclin-dependent kinase 6 inhibitor,CHEMBL3707266,CHEMBL2508
INHIBITOR,Monoamine oxidase B inhibitor,CHEMBL48582,CHEMBL2039
ANTAGONIST,Mu opioid receptor antagonist,CHEMBL3039508,CHEMBL233
INHIBITOR,Tryptophan 5-hydroxylase inhibitor,CHEMBL2105695,CHEMBL3831287
AGONIST,Glucocorticoid receptor agonist,CHEMBL1201891,CHEMBL2034
INHIBITOR,Amyloid-beta A4 protein inhibitor,CHEMBL3833321,CHEMBL2487
ANTISENSE INHIBITOR,SOD1 mRNA antisense inhibitor,CHEMBL3833346,CHEMBL3833461
INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1540,CHEMBL1872
AGONIST,Mu opioid receptor agonist,CHEMBL656,CHEMBL233
,Unknown,CHEMBL291338,
,Unknown,CHEMBL752,
INHIBITOR,Cyclooxygenase-1 inhibitor,CHEMBL94081,CHEMBL221
PARTIAL AGONIST,Translocator protein partial agonist,CHEMBL54349,CHEMBL5742
ANTAGONIST,Dopamine D1 and D2 receptor antagonist,CHEMBL418995,CHEMBL2111341
,Unknown,CHEMBL288470,
,Unknown,CHEMBL267894,
,Unknown,CHEMBL2105941,
,Unknown,CHEMBL2104537,
,Unknown,CHEMBL2104489,
INHIBITOR,Prostaglandin-H2 D-isomerase inhibitor,CHEMBL345524,CHEMBL3430865
INHIBITOR,Uridine 5'-monophosphate synthase inhibitor,CHEMBL515914,CHEMBL5216
INHIBITOR,Xanthine dehydrogenase inhibitor,CHEMBL1089221,CHEMBL1929
INHIBITOR,Acyl coenzyme A:cholesterol acyltransferase 1 inhibitor,CHEMBL400599,CHEMBL2782
INHIBITOR,Arachidonate 12-lipoxygenase inhibitor,CHEMBL340978,CHEMBL3687
,Unknown,CHEMBL1474963,
INHIBITOR,Calmodulin inhibitor,CHEMBL232201,CHEMBL6093
,Unknown,CHEMBL290106,
,Unknown,CHEMBL1447476,
,Unknown,CHEMBL1697856,
,Unknown,CHEMBL39736,
INHIBITOR,Transient receptor potential cation channel subfamily V member 4 inhibitor,CHEMBL127516,CHEMBL3119
INHIBITOR,Transient receptor potential cation channel subfamily A member 1 inhibitor,CHEMBL3142541,CHEMBL6007
ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1463345,CHEMBL1994
AGONIST,Sigma opioid receptor agonist,CHEMBL1256696,CHEMBL287
MODULATOR,Progesterone receptor modulator,CHEMBL110691,CHEMBL208
,Unknown,CHEMBL311498,
,Unknown,CHEMBL1874750,
,Unknown,CHEMBL1474889,
,Unknown,CHEMBL1697686,
,Unknown,CHEMBL2104136,
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL13376,CHEMBL2094253
,Unknown,CHEMBL268164,
,Unknown,CHEMBL2106556,
MODULATOR,Estrogen receptor modulator,CHEMBL141305,CHEMBL2093866
ANTAGONIST,Retinoid X receptor alpha antagonist,CHEMBL53418,CHEMBL2061
AGONIST,Serotonin (5-HT) receptor agonist,CHEMBL1887891,CHEMBL2096904
,Unknown,CHEMBL346235,
,Unknown,CHEMBL21869,
,Unknown,CHEMBL3301670,
INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL3188576,CHEMBL2363135
ANTAGONIST,Adrenergic receptor beta antagonist,CHEMBL1204165,CHEMBL2094118
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL3989803,CHEMBL2094253
ANTAGONIST,Histamine H2 receptor antagonist,CHEMBL1742471,CHEMBL1941
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL2106155,CHEMBL2331043
,Unknown,CHEMBL329522,
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL15677,CHEMBL2094253
,Unknown,CHEMBL1909282,
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL2106217,CHEMBL1983
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL32800,CHEMBL210
